"","original_code","code","code_level","sector","borderline"
"652","52","52",2,"ldv",FALSE
"653","52.1","521",3,"ldv",FALSE
"654","52.1","5210",4,"ldv",FALSE
"655","52.2","522",3,"ldv",FALSE
"656","52.21","5221",4,"ldv",FALSE
"657","52.22","5222",4,"ldv",FALSE
"658","52.23","5223",4,"ldv",FALSE
"659","52.24","5224",4,"ldv",FALSE
"660","52.29","5229",4,"ldv",FALSE
"661","53","53",2,"ldv",FALSE
"662","53.1","531",3,"ldv",FALSE
"663","53.1","5310",4,"ldv",FALSE
"664","53.2","532",3,"ldv",FALSE
"665","53.2","5320",4,"ldv",FALSE
"666","I","I",1,"ldv",FALSE
"667","55","55",2,"ldv",FALSE
"668","55.1","551",3,"ldv",FALSE
"669","55.1","5510",4,"ldv",FALSE
"670","55.2","552",3,"ldv",FALSE
"671","55.2","5520",4,"ldv",FALSE
"672","55.3","553",3,"ldv",FALSE
"673","55.3","5530",4,"ldv",FALSE
"674","55.9","559",3,"ldv",FALSE
"675","55.9","5590",4,"ldv",FALSE
"676","56","56",2,"ldv",FALSE
"677","56.1","561",3,"ldv",FALSE
"678","56.1","5610",4,"ldv",FALSE
"679","56.2","562",3,"ldv",FALSE
"680","56.21","5621",4,"ldv",FALSE
"681","56.29","5629",4,"ldv",FALSE
"682","56.3","563",3,"ldv",FALSE
"683","56.3","5630",4,"ldv",FALSE
"684","J","J",1,"ldv",FALSE
"685","58","58",2,"ldv",FALSE
"686","58.1","581",3,"ldv",FALSE
"687","58.11","5811",4,"ldv",FALSE
"688","58.12","5812",4,"ldv",FALSE
"689","58.13","5813",4,"ldv",FALSE
"690","58.14","5814",4,"ldv",FALSE
"691","58.19","5819",4,"ldv",FALSE
"692","58.2","582",3,"ldv",FALSE
"693","58.21","5821",4,"ldv",FALSE
"694","58.29","5829",4,"ldv",FALSE
"695","59","59",2,"ldv",FALSE
"696","59.1","591",3,"ldv",FALSE
"697","59.11","5911",4,"ldv",FALSE
"698","59.12","5912",4,"ldv",FALSE
"699","59.13","5913",4,"ldv",FALSE
"700","59.14","5914",4,"ldv",FALSE
"701","59.2","592",3,"ldv",FALSE
"702","59.2","5920",4,"ldv",FALSE
"703","60","60",2,"ldv",FALSE
"704","60.1","601",3,"ldv",FALSE
"705","60.1","6010",4,"ldv",FALSE
"706","60.2","602",3,"ldv",FALSE
"707","60.2","6020",4,"ldv",FALSE
"708","61","61",2,"ldv",FALSE
"709","61.1","611",3,"ldv",FALSE
"710","61.1","6110",4,"ldv",FALSE
"711","61.2","612",3,"ldv",FALSE
"712","61.2","6120",4,"ldv",FALSE
"713","61.3","613",3,"ldv",FALSE
"714","61.3","6130",4,"ldv",FALSE
"715","61.9","619",3,"ldv",FALSE
"716","61.9","6190",4,"ldv",FALSE
"717","62","62",2,"ldv",FALSE
"718","62","620",3,"ldv",FALSE
"719","62.01","6201",4,"ldv",FALSE
"720","62.02","6202",4,"ldv",FALSE
"721","62.03","6203",4,"ldv",FALSE
"722","62.09","6209",4,"ldv",FALSE
"723","63","63",2,"ldv",FALSE
"724","63.1","631",3,"ldv",FALSE
"725","63.11","6311",4,"ldv",FALSE
"726","63.12","6312",4,"ldv",FALSE
"727","63.9","639",3,"ldv",FALSE
"728","63.91","6391",4,"ldv",FALSE
"729","63.99","6399",4,"ldv",FALSE
"730","K","K",1,"ldv",FALSE
"731","64","64",2,"ldv",FALSE
"732","64.1","641",3,"ldv",FALSE
"733","64.11","6411",4,"ldv",FALSE
"734","64.19","6419",4,"ldv",FALSE
"735","64.2","642",3,"ldv",FALSE
"736","64.2","6420",4,"ldv",FALSE
"737","64.3","643",3,"ldv",FALSE
"738","64.3","6430",4,"ldv",FALSE
"739","64.9","649",3,"ldv",FALSE
"740","64.91","6491",4,"ldv",FALSE
"741","64.92","6492",4,"ldv",FALSE
"742","64.99","6499",4,"ldv",FALSE
"743","65","65",2,"ldv",FALSE
"744","65.1","651",3,"ldv",FALSE
"745","65.11","6511",4,"ldv",FALSE
"746","65.12","6512",4,"ldv",FALSE
"747","65.2","652",3,"ldv",FALSE
"748","65.2","6520",4,"ldv",FALSE
"749","65.3","653",3,"ldv",FALSE
"750","65.3","6530",4,"ldv",FALSE
"751","66","66",2,"ldv",FALSE
"752","66.1","661",3,"ldv",FALSE
"753","66.11","6611",4,"ldv",FALSE
"754","66.12","6612",4,"ldv",FALSE
"755","66.19","6619",4,"ldv",FALSE
"756","66.2","662",3,"ldv",FALSE
"757","66.21","6621",4,"ldv",FALSE
"758","66.22","6622",4,"ldv",FALSE
"759","66.29","6629",4,"ldv",FALSE
"760","66.3","663",3,"ldv",FALSE
"761","66.3","6630",4,"ldv",FALSE
"762","L","L",1,"ldv",FALSE
"763","68","68",2,"ldv",FALSE
"764","68.1","681",3,"ldv",FALSE
"765","68.1","6810",4,"ldv",FALSE
"766","68.2","682",3,"ldv",FALSE
"767","68.2","6820",4,"ldv",FALSE
"768","68.3","683",3,"ldv",FALSE
"769","68.31","6831",4,"ldv",FALSE
"770","68.32","6832",4,"ldv",FALSE
"771","M","M",1,"ldv",FALSE
"772","69","69",2,"ldv",FALSE
"773","69.1","691",3,"ldv",FALSE
"774","69.1","6910",4,"ldv",FALSE
"775","69.2","692",3,"ldv",FALSE
"776","69.2","6920",4,"ldv",FALSE
"777","70","70",2,"ldv",FALSE
"778","70.1","701",3,"ldv",FALSE
