region,isos,source
non oecd,sx,weo_2023
non oecd,sz,weo_2023
non oecd,tv,weo_2023
non oecd,vi,weo_2023
non oecd,wf,weo_2023
non oecd,yt,weo_2023
developing economies,ad,weo_2023
developing economies,as,weo_2023
developing economies,bl,weo_2023
developing economies,fm,weo_2023
developing economies,fo,weo_2023
developing economies,gg,weo_2023
developing economies,gl,weo_2023
developing economies,gu,weo_2023
developing economies,im,weo_2023
developing economies,je,weo_2023
developing economies,kn,weo_2023
developing economies,kr,weo_2023
developing economies,mh,weo_2023
developing economies,mp,weo_2023
developing economies,nr,weo_2023
developing economies,pr,weo_2023
developing economies,sh,weo_2023
developing economies,sm,weo_2023
developing economies,sx,weo_2023
developing economies,sz,weo_2023
developing economies,tv,weo_2023
developing economies,vi,weo_2023
developing economies,wf,weo_2023
developing economies,yt,weo_2023
global,NA,weo_2023
