"","original_code","code_level","code","sector","borderline"
"717","Wholesale of farm, forest and marine products, including seeds and animal feeds, hides and skins, leather, etc., n.e.c.",5,46209,"not in scope",FALSE
"718","Wholesale of fruits, nuts and vegetables",5,46301,"not in scope",FALSE
"719","Wholesale of sugar, confectionery and bakery products and other processed foods",5,46302,"not in scope",FALSE
"720","Wholesale of meat and poultry products, including eggs",5,46303,"not in scope",FALSE
"721","Wholesale of rice, corn and other cereals",5,46304,"not in scope",FALSE
"722","Wholesale of fishery products",5,46305,"not in scope",FALSE
"723","Wholesale of drinking water, juices (including powder), coffee, tea, cocoa and other beverages",5,46306,"not in scope",FALSE
"724","Wholesale of tobacco products",5,46307,"not in scope",FALSE
"725","Wholesale of spices",5,46308,"not in scope",FALSE
"726","Other wholesale of food, beverage and tobacco, n.e.c.",5,46309,"not in scope",FALSE
"727","Wholesale of textile fabrics, all kinds, including man-made fibers",5,46411,"not in scope",FALSE
"728","Wholesale of wearing apparel, except footwear",5,46412,"not in scope",FALSE
"729","Wholesale of made-up textile goods, except wearing apparel",5,46413,"not in scope",FALSE
"730","Wholesale of articles of clothing, including accessories",5,46414,"not in scope",FALSE
"731","Wholesale of footwear, all kinds of materials",5,46415,"not in scope",FALSE
"732","Wholesale of embroideries",5,46416,"not in scope",FALSE
"733","Wholesale of cordage, rope and twine",5,46417,"not in scope",FALSE
"734","Wholesale of leather and leather goods, including man-made leather, except footwear",5,46418,"not in scope",FALSE
"735","Wholesale of textiles, clothing and footwear, n.e.c.",5,46419,"not in scope",FALSE
"736","Wholesale of medicinal and pharmaceutical products",5,46421,"not in scope",FALSE
"737","Wholesale of surgical and orthopedic instruments and devices",5,46422,"not in scope",FALSE
"738","Wholesale of photographic and optical goods",5,46423,"not in scope",FALSE
"739","Wholesale of musical instruments/sporting goods (including bicycles), and games and toys",5,46424,"not in scope",FALSE
"740","Wholesale of paper and paper products (including stationeries)",5,46425,"not in scope",FALSE
"741","Wholesale of books, magazines and newspapers",5,46426,"not in scope",FALSE
"742","Wholesale of perfumeries, cosmetics and soaps",5,46427,"not in scope",FALSE
"743","Wholesale of watches, clocks and jewelries",5,46428,"not in scope",FALSE
"744","Wholesale of miscellaneous consumer goods, n.e.c.",5,46429,"not in scope",FALSE
"745","Wholesale of household-type appliances, except radio and television equipment, CD and DVD players/recorders",5,46491,"not in scope",FALSE
"746","Wholesale of household furniture, furnishing and fixtures",5,46492,"not in scope",FALSE
"747","Wholesale of recorded audio and video tapes, CDs, DVDs",5,46493,"not in scope",FALSE
"748","Wholesale of chinaware, glassware, earthenware, woodenware, wickerware, corkware, plasticware, cutlery and utensils",5,46494,"not in scope",FALSE
"749","Wholesale of handicraft products",5,46495,"not in scope",FALSE
"750","Wholesale of lighting equipment",5,46496,"not in scope",FALSE
"751","Wholesale of other household goods, n.e.c.",5,46499,"not in scope",FALSE
"752","Wholesale of computers, computer peripheral equipment and software",5,46510,"not in scope",FALSE
"753","Wholesale of electronic valves and tubes",5,46521,"not in scope",FALSE
"754","Wholesale of semi-conductor devices",5,46522,"not in scope",FALSE
"755","Wholesale micro-chips and integrated circuits",5,46523,"not in scope",FALSE
"756","Wholesale of printed circuits",5,46524,"not in scope",FALSE
"757","Wholesale of radio and television including parts and accessories",5,46525,"not in scope",FALSE
"758","Wholesale of telephone and communications equipment including parts and accessories",5,46526,"not in scope",FALSE
"759","Wholesale of blank audio and video tapes and diskettes, magnetic and optical disks (CDs, DVDs)",5,46527,"not in scope",FALSE
"760","Wholesale of agricultural machinery, equipment and supplies",5,46530,"not in scope",FALSE
"761","Wholesale of commercial machinery and equipment",5,46591,"not in scope",FALSE
"762","Wholesale of industrial machinery and equipment",5,46592,"not in scope",FALSE
"763","Wholesale of office machinery equipment including office furniture, furnishings, appliances and vases",5,46593,"not in scope",FALSE
"764","Wholesale of professional and scientific and measuring and controlling equipment",5,46594,"not in scope",FALSE
"765","Wholesale of transport equipment and supplies, except land motor vehicles, motorcycles and bicycles",5,46595,"not in scope",FALSE
"766","Wholesale of other machinery and equipment, n.e.c.",5,46599,"not in scope",FALSE
"767","Wholesale of solid, liquid and gaseous fuels and related products",5,46610,"not in scope",FALSE
"768","Wholesale of metals and metal ores",5,46620,"not in scope",FALSE
"769","Wholesale of lumber and planing mill products, wood in the rough",5,46631,"not in scope",FALSE
"770","Wholesale  of cement, hydraulic",5,44632,"not in scope",FALSE
"771","Wholesale of masonry materials, except cement",5,44633,"not in scope",FALSE
"772","Wholesale of flat glass",5,44634,"not in scope",FALSE
"773","Wholesale of hardware, paints, varnishes amd lacquers, and plumbing materials, including fittings and fixtures",5,44635,"not in scope",FALSE
"774","Wholesale of electrical materials",5,44636,"not in scope",FALSE
"775","Wholesale of wallpaper and floor coverings",5,44637,"not in scope",FALSE
"776","Wholesale of construction materials and supplies, n.e.c.",5,44639,"not in scope",FALSE
"777","Wholesale of industrial chemical products",5,46691,"not in scope",FALSE
"778","Wholesale of fertilizers and agro-chemical products",5,46692,"not in scope",FALSE
"779","Wholesale of non-metallic products except cement, sand and gravel",5,46693,"not in scope",FALSE
"780","Wholesale of scrap metals, waste and junk",5,46694,"not in scope",FALSE
"781","Wholesale of scraps, except metal",5,46695,"not in scope",FALSE
"782","Wholesale of other waste and scrap and products, n.e.c.",5,46699,"not in scope",FALSE
"783","Non-specialized wholesale trade",5,46900,"not in scope",FALSE
"784","Retail selling in groceries",5,47111,"not in scope",FALSE
"785","Retail selling in supermarkets",5,47112,"not in scope",FALSE
"786","Retail selling in sari-sari stores",5,47113,"not in scope",FALSE
"787","Retail selling in convenience stores",5,47114,"not in scope",FALSE
"788","Retail selling in department stores",5,47191,"not in scope",FALSE
"789","Retail selling in non-specialized stores, n.e.c.",5,47199,"not in scope",FALSE
"790","Retail sale of fruits and vegetables",5,47211,"not in scope",FALSE
"791","Retail sale of eggs and dairy products",5,47212,"not in scope",FALSE
"792","Retail sale of meat and poultry products",5,47213,"not in scope",FALSE
"793","Retail sale of bakery products",5,47214,"not in scope",FALSE
"794","Retail sale of fish and other seafoods (fresh and dried)",5,47215,"not in scope",FALSE
"795","Retail sale of rice, corn and other cereals",5,47216,"not in scope",FALSE
"796","Retail sale of food products, n.e.c.",5,47219,"not in scope",FALSE
"797","Retail sale of alcoholic beverages (not consumed on the spot)",5,47221,"not in scope",FALSE
"798","Retail sale of non-alcoholic beverages",5,47222,"not in scope",FALSE
"799","Retail sale of tobacco products in specialized stores",5,47230,"not in scope",FALSE
"800","Retail sale of automotive fuel in specialized stores",5,47300,"not in scope",FALSE
"801","Retail sale of computers",5,47411,"not in scope",FALSE
"802","Retail sale of computer peripheral equipment",5,47412,"not in scope",FALSE
"803","Retail sale of computer software",5,47413,"not in scope",FALSE
"804","Retail sale of cellular phones, parts and accessories",5,47414,"not in scope",FALSE
"805","Retail sale of other telecommunications equipment",5,47419,"not in scope",FALSE
"806","Retail sale of of radio and television, including parts and accessories",5,47421,"not in scope",FALSE
"807","Retail sale of audio and video equipment",5,47422,"not in scope",FALSE
"808","Retail sale of stereo equipment, CD and DVD players and equipment",5,47423,"not in scope",FALSE
"809","Retail sale of audio and video equipment, n.e.c.",5,47429,"not in scope",FALSE
"810","Retail sale of textiles, all kinds",5,47511,"not in scope",FALSE
"811","Retail sale of modistes' supplies",5,47512,"not in scope",FALSE
"812","Retail sale of hardware materials",5,47521,"not in scope",FALSE
"813","Retail sale of glass and mirror",5,47522,"not in scope",FALSE
"814","Retail sale of lumber",5,47523,"not in scope",FALSE
"815","Retail sale of construction materials",5,47524,"not in scope",FALSE
"816","Retail sale of masonry materials",5,47525,"not in scope",FALSE
"817","Retail sale of nipa, bamboo and rattan",5,47526,"not in scope",FALSE
"818","Retail sale of paints, varnishes and lacquers",5,47527,"not in scope",FALSE
"819","Retail sale of construction supplies, n.e.c.",5,47529,"not in scope",FALSE
"820","Retail sale of carpets, rugs, wall and floor coverings in specialized stores",5,47530,"not in scope",FALSE
"821","Retail sale of home furnishing, furniture and fixtures, including lamps and lamp shades",5,47591,"not in scope",FALSE
"822","Retail sale of chinaware, glassware, earthenware and utensils",5,47592,"not in scope",FALSE
"823","Retail sale of household appliances, articles and equipment",5,47593,"not in scope",FALSE
"824","Retail sale of musical instruments and records, tapes and cartridges",5,47594,"not in scope",FALSE
"825","Retail sale of handicrafts",5,47595,"not in scope",FALSE
"826","Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores, n.e.c.",5,47599,"not in scope",FALSE
"827","Retail sale of books, newspapers and stationery in specialized stores",5,47610,"not in scope",FALSE
"828","Retail sale of music and video recordings in specialized stores",5,47620,"not in scope",FALSE
"829","Retail sale of sporting goods and athletic supplies",5,47631,"not in scope",FALSE
"830","Retail sale of marine supplies, including nets and gears",5,47632,"not in scope",FALSE
"831","Retail sale of camping goods and bicycles",5,47633,"not in scope",FALSE
"832","Retail sale of games and toys in specialized stores",5,47640,"not in scope",FALSE
"833","Retail sale of wearing apparel, except footwear",5,47711,"not in scope",FALSE
"834","Retail sale of made-up textile goods",5,47712,"not in scope",FALSE
"835","Retail sale of footwear, all kinds",5,47713,"not in scope",FALSE
"836","Retail sale of leather and artificial leather goods and travel accessories, except footwear",5,47714,"not in scope",FALSE
"837","Retail sale of other clothing, footwear and leather articles in specialized stores, n.e.c.",5,47719,"not in scope",FALSE
"838","Retail sale of drugs and pharmaceutical goods",5,47721,"not in scope",FALSE
"839","Retail sale of medical, surgical and orthopedic goods/instruments and dental supplies",5,47722,"not in scope",FALSE
"840","Retail sale of perfumery, cosmetic and toilet articles",5,47723,"not in scope",FALSE
"841","Retail sale of feeds, fertilizers and insecticides",5,47731,"not in scope",FALSE
"842","Retail sale of toys, gifts and novelty goods",5,47732,"not in scope",FALSE
"843","Retail sale of office machines and equipment, excluding computers and computer peripheral equipment",5,47733,"not in scope",FALSE
"844","Retail sale of jewelry, watches and clocks",5,47734,"not in scope",FALSE
"845","Retail sale of fresh and artificial flowers and plants",5,47735,"not in scope",FALSE
"846","Retail sale of beauty parlor supplies and equipment",5,47736,"not in scope",FALSE
"847","Retail sale of art goods, marble products, painting and artists' supplies",5,47737,"not in scope",FALSE
"848","Retail sale of optical goods and supplies",5,47738,"not in scope",FALSE
"849","Other retail sale of new goods in specialized stores, n.e.c.",5,47739,"not in scope",FALSE
"850","Retail sale of second-hand clothing, footwear and leather articles",5,47741,"not in scope",FALSE
"851","Retail sale of books and other goods",5,47742,"not in scope",FALSE
"852","Retail sale of antiques and auctioning houses",5,47743,"not in scope",FALSE
"853","Retail sale of second-hand goods, n.e.c.",5,47749,"not in scope",FALSE
"854","Retail sale of liquefied petroleum gas and other fuel products",5,47750,"not in scope",FALSE
"855","Retail sale via stalls and markets of food, beverages and tobacco products",5,47810,"not in scope",FALSE
"856","Retail sale via stalls and markets of textiles, clothing and footwear",5,47820,"not in scope",FALSE
"857","Retail sale of prepaid cards",5,47891,"not in scope",FALSE
"858","Retail sale of internet card",5,47892,"not in scope",FALSE
"859","Retail sale of electronic load",5,47893,"not in scope",FALSE
"860","Retail sale of music and video recordings",5,47894,"not in scope",FALSE
"861","Retail sale of household appliances and consumer electronics",5,47895,"not in scope",FALSE
"862","Retail sale of books",5,47896,"not in scope",FALSE
"863","Retail sale of games and toys",5,47897,"not in scope",FALSE
"864","Retail sale of carpets and rugs",5,47898,"not in scope",FALSE
"865","Other retail sale via stalls and markets of other goods, n.e.c.",5,47899,"not in scope",FALSE
"866","Retail sale via mail order",5,47911,"not in scope",FALSE
"867","Retail sale via telephone order",5,47912,"not in scope",FALSE
"868","Retail sale via internet",5,47913,"not in scope",FALSE
"869","Door-to-door retailing",5,47991,"not in scope",FALSE
"870","Selling by vending machine",5,47992,"not in scope",FALSE
"871","Retail sale of health products, non-store",5,47993,"not in scope",FALSE
"872","Retail sale of water (including distribution)",5,47994,"not in scope",FALSE
"873","Other retail sale not in stores, stalls or markets, n.e.c",5,47999,"not in scope",FALSE
"874","Inter-urban passenger railway transport",5,49111,"not in scope",FALSE
"875","Urban and suburban railway transport",5,49112,"not in scope",FALSE
"876","Freight rail transport",5,49120,"not in scope",FALSE
"877","Inter-urban bus line operation",5,49201,"not in scope",FALSE
"878","Urban and suburban bus line operation",5,49202,"not in scope",FALSE
"879","Local bus line operation",5,49203,"not in scope",FALSE
"880","Chartered buses and cars operation (e.g. tourist buses, rent-a-car)",5,49204,"not in scope",FALSE
"881","Operation of school buses/shuttle",5,49205,"not in scope",FALSE
"882","Other transport via buses, n.e.c.",5,49209,"not in scope",FALSE
"883","Urban or suburban passenger land transport, except by bus",5,49310,"not in scope",FALSE
"884","Jeepney and Asian Utility Vehicle (AUV) operation",5,49321,"not in scope",FALSE
"885","Tricycles and pedicabs operation",5,49322,"not in scope",FALSE
"886","Public utility cars and taxicabs operation",5,49323,"not in scope",FALSE
"887","Other land transport operation, n.e.c.",5,49329,"not in scope",FALSE
"888","Truck-for-hire operation (with driver)",5,49331,"not in scope",FALSE
"889","Freight truck operation",5,49332,"hdv",FALSE
"890","Tank truck delivery services",5,49333,"not in scope",FALSE
"891","Freight transport operation, by road, n.e.c.",5,49339,"hdv",FALSE
"892","Transport via pipeline",5,49400,"not in scope",FALSE
"893","Ocean passenger transport",5,50111,"not in scope",FALSE
"894","Interisland water passenger transport",5,50112,"not in scope",FALSE
"895","Renting of ship with operator",5,50113,"shipping",FALSE
"896","Ocean freight transport",5,50121,"not in scope",FALSE
"897","Interisland water freight transport",5,50122,"not in scope",FALSE
"898","Towing and pushing services on coastal and trans-oceanic waters",5,50123,"not in scope",FALSE
"899","Inland passenger water transport",5,50210,"not in scope",FALSE
"900","Inland freight water transport",5,50220,"not in scope",FALSE
"901","Domestic air passenger transport",5,51101,"aviation",FALSE
"902","International air passenger transport",5,51102,"aviation",FALSE
"903","Non-scheduled air passenger transport",5,51103,"aviation",FALSE
"904","Domestic air - freight transport",5,51201,"aviation",FALSE
"905","International air freight transport",5,51202,"aviation",FALSE
"906","Non-scheduled air freight transport",5,51203,"aviation",FALSE
"907","General bonded warehouses except grain warehouse",5,52101,"not in scope",FALSE
"908","Grain warehouses",5,52102,"not in scope",FALSE
"909","Customs bonded warehouses",5,52103,"not in scope",FALSE
"910","Cold storage",5,52104,"not in scope",FALSE
"911","Storage and warehousing, n.e.c.",5,52109,"not in scope",FALSE
"912","Freight terminal facilities for trucking companies",5,52211,"hdv",FALSE
"913","Operation of parking lots",5,52212,"not in scope",FALSE
"914","Operation of toll roads and bridges",5,52213,"not in scope",FALSE
"915","Other supporting land transport activities, n.e.c.",5,52219,"not in scope",FALSE
"916","Service activities incidental to water transportation",5,52220,"not in scope",FALSE
"917","Service activities incidental to air transportation",5,52230,"not in scope",FALSE
"918","Containerized cargo handling, auxiliary activity to land transport",5,52241,"not in scope",FALSE
"919","Non- containerized cargo handling, auxiliary activity to land transport",5,52242,"not in scope",FALSE
"920","Freight forwarding services",5,52291,"not in scope",FALSE
"921","Customs brokerage (ship and aircraft)",5,52292,"not in scope",FALSE
"922","Logistics services",5,52293,"not in scope",FALSE
"923","Activities of other transport agencies, n.e.c.",5,52299,"not in scope",FALSE
"924","Postal activities",5,53100,"not in scope",FALSE
"925","Private postal service",5,53201,"not in scope",FALSE
"926","Messenger service",5,53202,"not in scope",FALSE
"927","Hotels and motels",5,55101,"not in scope",FALSE
"928","Resort hotels",5,55102,"not in scope",FALSE
"929","Condotels",5,55103,"not in scope",FALSE
"930","Pension houses",5,55104,"not in scope",FALSE
"931","Camping sites/facilities",5,55105,"not in scope",FALSE
"932","Other short term accommodation activities, n.e.c",5,55109,"not in scope",FALSE
"933","Dormitories/boarding houses",5,55901,"not in scope",FALSE
"934","Other accommodation, n.e.c.",5,55909,"not in scope",FALSE
"935","Restaurants",5,56101,"not in scope",FALSE
"936","Fast-food chains",5,56102,"not in scope",FALSE
"937","Cafeterias",5,56103,"not in scope",FALSE
"938","Refreshment stands, kiosks and counters",5,56104,"not in scope",FALSE
"939","Dining cars (carried on separate units)",5,56105,"not in scope",FALSE
"940","Other restaurants and mobile food service activities, n.e.c.",5,56109,"not in scope",FALSE
"941","Event catering",5,56210,"not in scope",FALSE
"942","Other food service activities",5,56290,"not in scope",FALSE
"943","Night clubs",5,56301,"not in scope",FALSE
"944","Bars and cocktail lounges",5,56302,"not in scope",FALSE
"945","Café or coffee shops",5,56303,"not in scope",FALSE
"946","Other beverage serving activities, n.e.c.",5,56309,"not in scope",FALSE
"947","Book Publishing",5,58110,"not in scope",FALSE
"948","Publishing of directories and mailing lists",5,58120,"not in scope",FALSE
"949","Publishing of newspapers, journals and periodicals",5,58130,"not in scope",FALSE
"950","Other publishing activities",5,58190,"not in scope",FALSE
"951","Software publishing",5,58200,"not in scope",FALSE
"952","Motion picture, video and television programme activities",5,59110,"not in scope",FALSE
"953","Motion picture, video and television programme post-production activities",5,59120,"not in scope",FALSE
"954","Motion picture, video and television programme distribution activities",5,59130,"not in scope",FALSE
"955","Motion picture projection activities",5,59140,"not in scope",FALSE
"956","Sound recording activities",5,59201,"not in scope",FALSE
"957","Publishing of music",5,59202,"not in scope",FALSE
"958","Radio broadcasting and relay station and studios",5,60101,"not in scope",FALSE
"959","Radio program production",5,60102,"not in scope",FALSE
"960","Radio broadcasting activities over the Internet (Internet radio stations)",5,60103,"not in scope",FALSE
"961","Television broadcasting and relay stations and studios including closed circuit television services",5,60201,"not in scope",FALSE
"962","Television program production",5,60202,"not in scope",FALSE
"963","Television broadcasting activities over the Internet (Internet television stations)",5,60203,"not in scope",FALSE
"964","Wired (landline) services",5,61101,"not in scope",FALSE
"965","Wired internet access service activities (e.g. DSL, leased line, dial-up)",5,61102,"not in scope",FALSE
"966","Telegraph, facsimile/telefax, and telex services",5,61103,"not in scope",FALSE
"967","Other wired telecommunications activities, including pay telephone",5,61109,"not in scope",FALSE
"968","Wireless landline services",5,61201,"not in scope",FALSE
"969","Mobile telecommunications services",5,61202,"not in scope",FALSE
"970","Wireless internet access services (e.g. Internet Service Provider, broadband)",5,61203,"not in scope",FALSE
"971","Other wireless telecommunication services, n.e.c.",5,61209,"not in scope",FALSE
"972","Satellite telecommunications activities",5,61300,"not in scope",FALSE
"973","Telephone access in facilities open to the public service activities",5,61901,"not in scope",FALSE
"974","Internet access in facilities open to the public service activities",5,61902,"not in scope",FALSE
"975","Voice Over Internet Protocol (VOIP)service activities",5,61903,"not in scope",FALSE
"976","Other telecommunications service activities, n.e.c.",5,61909,"not in scope",FALSE
"977","Computer programming activities",5,62010,"not in scope",FALSE
"978","Computer consultancy and computer facilities management activities",5,62020,"not in scope",FALSE
"979","Other information technology and computer service activities",5,62090,"not in scope",FALSE
"980","Data processing",5,63111,"not in scope",FALSE
"981","Website hosting services",5,63112,"not in scope",FALSE
"982","Application hosting services",5,63113,"not in scope",FALSE
"983","Web portals",5,63120,"not in scope",FALSE
"984","News agency activities",5,63910,"not in scope",FALSE
"985","Other information service activities, n.e.c.",5,63990,"not in scope",FALSE
"986","Central banking",5,64110,"not in scope",FALSE
"987","Expanded commercial banking (universal banking)",5,64191,"not in scope",FALSE
"988","Regular commercial banking",5,64192,"not in scope",FALSE
"989","Savings and mortgage banking",5,64193,"not in scope",FALSE
"990","Private development banking",5,64194,"not in scope",FALSE
"991","Stock savings and loan activities",5,64195,"not in scope",FALSE
"992","Regular rural banking",5,64196,"not in scope",FALSE
"993","Cooperative rural banking",5,64197,"not in scope",FALSE
"994","Specialized government banking",5,64198,"not in scope",FALSE
"995","Banking activities, n.e.c.",5,64199,"not in scope",FALSE
"996","Activities of holding companies",5,64200,"not in scope",FALSE
"997","Investment company operation",5,64301,"not in scope",FALSE
"998","Investment house operation",5,64302,"not in scope",FALSE
"999","Securities dealership, own account",5,64303,"not in scope",FALSE
"1000","Trust and investment management corporation operation",5,64304,"not in scope",FALSE
"1001","Financial leasing",5,64910,"not in scope",FALSE
"1002","Credit card activities",5,64921,"not in scope",FALSE
"1003","Lending investor activities",5,64922,"not in scope",FALSE
"1004","Financing company operations",5,64923,"not in scope",FALSE
"1005","Venture capital corporation operation",5,64924,"not in scope",FALSE
"1006","Other credit granting, n.e.c",5,64929,"not in scope",FALSE
"1007","Pawnshop operations",5,64930,"not in scope",FALSE
"1008","Mutual building and loan association operation",5,64991,"not in scope",FALSE
"1009","Non-stock savings and loan association operation",5,64992,"not in scope",FALSE
"1010","Credit cooperative activities",5,64993,"not in scope",FALSE
"1011","Mutual benefit association operation",5,64994,"not in scope",FALSE
"1012","Non-bank thrift institution operations, n.e.c.",5,64999,"not in scope",FALSE
"1013","Life insurance",5,65110,"not in scope",FALSE
"1014","Non-life insurance",5,65120,"not in scope",FALSE
"1015","Reinsurance",5,65200,"not in scope",FALSE
"1016","Pension funding",5,65300,"not in scope",FALSE
"1017","Administration of financial markets",5,66110,"not in scope",FALSE
"1018","Security and commodity contracts brokerage",5,66120,"not in scope",FALSE
"1019","Foreign exchange dealing",5,66130,"not in scope",FALSE
"1020","Other activities auxiliary to financial service activities",5,66190,"not in scope",FALSE
"1021","Risk and damage evaluation",5,66210,"not in scope",FALSE
"1022","Activities of insurance agents and brokers",5,66220,"not in scope",FALSE
"1023","Pre-need plan for health",5,66231,"not in scope",FALSE
"1024","Pre-need plan for education",5,66232,"not in scope",FALSE
"1025","Pre-need plan for memorial and interment",5,66233,"not in scope",FALSE
"1026","Pre-need plan for pension",5,66234,"not in scope",FALSE
"1027","Pre-need plan activities, n.e.c.",5,66239,"not in scope",FALSE
"1028","Other activities auxilary to insurance and pension funding",5,66290,"not in scope",FALSE
"1029","Fund management activities",5,66300,"not in scope",FALSE
"1030","Real estate buying, selling, renting, leasing and operating of self-owned/leased apartment buildings, non-residential and dwellings",5,68110,"not in scope",FALSE
"1031","Real estate buying, developing, subdividing and selling",5,68120,"not in scope",FALSE
"1032","Cemetery and columbarium development, selling, renting, leasing and operating of self-owned cemetery/columbarium (including burial crypt)",5,68130,"not in scope",FALSE
"1033","Renting or leasing services of residential properties",5,68140,"not in scope",FALSE
"1034","Other real estate activities with own or leased property",5,68190,"not in scope",FALSE
"1035","Real estate activities on a fee or contract basis",5,68200,"not in scope",FALSE
"1036","Legal activities",5,69100,"not in scope",FALSE
"1037","Accounting, bookkeeping and auditing activities; tax consultancy",5,69200,"not in scope",FALSE
"1038","Activities of head offices",5,70100,"not in scope",FALSE
"1039","Management consultancy activities",5,70200,"not in scope",FALSE
"1040","Environmental engineering activities",5,71101,"not in scope",FALSE
"1041","Architectural and other engineering activities",5,71102,"not in scope",FALSE
"1042","Land surveying services",5,71103,"not in scope",FALSE
"1043","Other technical activities related to architectural and engineering",5,71109,"not in scope",FALSE
"1044","Technical testing and analysis",5,71200,"not in scope",FALSE
"1045","Research and experimental development in natural sciences",5,72101,"not in scope",FALSE
"1046","Research and experimental development in engineering and technology",5,72102,"not in scope",FALSE
"1047","Research and experimental development in health sciences",5,72103,"not in scope",FALSE
"1048","Research and experimental development in agricutural sciences",5,72104,"not in scope",FALSE
"1049","Research and experimental development on social sciences and humanities",5,72200,"not in scope",FALSE
"1050","Research and experimental development in information  technology",5,72300,"not in scope",FALSE
"1051","Advertising agency, except billboard and outdoor advertising",5,73101,"not in scope",FALSE
"1052","Billboard and outdoor adverstising services",5,73102,"not in scope",FALSE
"1053","Media representation",5,73103,"not in scope",FALSE
"1054","Commercial art services",5,73104,"not in scope",FALSE
"1055","Advertising services, n.e.c.",5,73109,"not in scope",FALSE
"1056","Market research and public opinion polling",5,73200,"not in scope",FALSE
"1057","Fashion design",5,74101,"not in scope",FALSE
"1058","Interior decoration services other than those in class 4330",5,74102,"not in scope",FALSE
"1059","Digital photograph processing",5,74201,"not in scope",FALSE
"1060","Commercial and consumer photograph production (except aerial photography)",5,74202,"not in scope",FALSE
"1061","Photograph and motion pictures processing (not related to motion pictures and TV industries)",5,74203,"not in scope",FALSE
"1062","Film developing and printing and photograph enlarging",5,74204,"not in scope",FALSE
"1063","Aerial photography",5,74205,"not in scope",FALSE
"1064","Microfilming activities",5,74206,"not in scope",FALSE
"1065","Underwater photography",5,74207,"not in scope",FALSE
"1066","Photographic activities, n.e.c.",5,74209,"not in scope",FALSE
"1067","Business brokerage activities",5,74901,"not in scope",FALSE
"1068","Weather forecasting and meteorological services",5,74902,"not in scope",FALSE
"1069","Translation and interpretation services",5,74903,"not in scope",FALSE
"1070","Environmental consulting services",5,74904,"not in scope",FALSE
"1071","Other professional, scientific and technical activities, n.e.c.",5,74909,"not in scope",FALSE
"1072","Veterinary activities",5,75000,"not in scope",FALSE
"1073","Renting and leasing of motor vehicles",5,77100,"not in scope",FALSE
"1074","Renting and leasing of recreational and sports goods",5,77210,"not in scope",FALSE
"1075","Renting of video tapes and disks",5,77220,"not in scope",FALSE
"1076","Renting of wearing apparel",5,77291,"not in scope",FALSE
"1077","Renting of furniture",5,77292,"not in scope",FALSE
"1078","Renting of books, journals and magazines",5,77293,"not in scope",FALSE
"1079","Renting of ornamental plants",5,77294,"not in scope",FALSE
"1080","Renting of electrical appliances",5,77295,"not in scope",FALSE
"1081","Renting of audio-video machines, tapes and records",5,77296,"not in scope",FALSE
"1082","Renting of personal and household goods, n.e.c.",5,77299,"not in scope",FALSE
"1083","Renting of land transport equipment",5,77301,"not in scope",FALSE
"1084","Renting of water transport equipment",5,77302,"shipping",TRUE
"1085","Renting of air transport equipment",5,77303,"not in scope",FALSE
"1086","Renting of agricultural machinery and equipment",5,77304,"not in scope",FALSE
"1087","Renting of construction and civil engineering machinery and equipment",5,77305,"not in scope",FALSE
"1088","Renting of computers and computer peripherals equipment",5,77306,"not in scope",FALSE
"1089","Renting of office machinery and equipment (excluding computers)",5,77307,"not in scope",FALSE
"1090","Renting and leasing of other machinery, equipment and tangible goods, n.e.c.",5,77309,"not in scope",FALSE
"1091","Leasing of intellectual property and similar products, except copyrighted works",5,77400,"not in scope",FALSE
"1092","Labor recruitment and provision of personnel, local",5,78101,"not in scope",FALSE
"1093","Labor recruitment and provision of personnel, overseas",5,78102,"not in scope",FALSE
"1094","On-line employment placement agencies",5,78103,"not in scope",FALSE
"1095","Casting agencies activities",5,78104,"not in scope",FALSE
"1096","Theatrical booking agency activities",5,78105,"not in scope",FALSE
"1097","Other activities of employment placement agencies, n.e.c.",5,78109,"not in scope",FALSE
"1098","Temporary labor recruitment and provision of personnel, local",5,78201,"not in scope",FALSE
"1099","Temporary labor recruitment and provision of personnel, overseas",5,78202,"not in scope",FALSE
"1100","Other human resources provision",5,78300,"not in scope",FALSE
"1101","Travel agency activities",5,79110,"not in scope",FALSE
"1102","Tour operator activities",5,79120,"not in scope",FALSE
"1103","Activities of booking offices",5,79901,"not in scope",FALSE
"1104","Accommodation reservation activities",5,79902,"not in scope",FALSE
"1105","Transportation reservation activities",5,79903,"not in scope",FALSE
"1106","Package tour reservation activities",5,79904,"not in scope",FALSE
"1107","Tourist assistance activities (e.g. tourist guides)",5,79905,"not in scope",FALSE
"1108","Event tickets, entertainment and recreational reservation activities",5,79906,"not in scope",FALSE
"1109","Visitor information activities",5,79907,"not in scope",FALSE
"1110","Other reservation service and related activities, n.e.c.",5,79909,"not in scope",FALSE
"1111","Private security activites",5,80100,"not in scope",FALSE
"1112","Security systems service activities",5,80200,"not in scope",FALSE
"1113","Investigation activities",5,80300,"not in scope",FALSE
"1114","Combined facilities support activities",5,81100,"not in scope",FALSE
"1115","General cleaning of buildings",5,81210,"not in scope",FALSE
"1116","Industrial cleaning activities",5,81291,"not in scope",FALSE
"1117","Pest control services, non-agricultural",5,81292,"not in scope",FALSE
"1118","Other building and industrial cleaning activities, n.e.c.",5,81299,"not in scope",FALSE
"1119","Landscape care and maintenance service activities",5,81300,"not in scope",FALSE
"1120","Combined office administrative service activities",5,82110,"not in scope",FALSE
